"nomem_encr","age.11","age.21","agecat.11","agecat.21","sex","status.11","status.21","bruttoinc.11","bruttoinc.21","bruttoinc_imputed.11","bruttoinc_imputed.21","contract.11","contract.21","educ.no.dipl.11","educ.dipl.11","educ.cbs.cat.11","origin","domestic.status.11","civil.status.11","financial.satisfaction.11","inc.realestate.11","inc.house.ownership.grant.11","inc.student.grant.11","inc.student.loan.11","inc.alimony.ex.11","inc.alimony.child.11","inc.study.allowance.parents.11","inc.allowance.family.11","inc.investments.11","inc.interests.11","inc.none.11","religion.11","religion.parents","speaks.dutch","speaks.arab","speaks.berber","speaks.german","speaks.frisian","speaks.indonesian","speaks.turkish","speaks.flemish","speaks.other","ca10b078","ca10b005","ca10b006","ca10b007","ca10b008","ca10b009","tot.money.10","tot.money.cat.10","tot.val.invest.10","tot.val.invest.cat.10","tot.val.real.10","tot.val.real.cat.10","ca10b023","ca10b024","ca10b054","ca10b055","ca10b056","cs11d070","cs11d079","cs11d102","cs11d103","cs11d105","cs11d294","cs11d295","cs11d296","cs11d297","cs11d298","cs11d305","cs11d306","cs11d307","cs11d308","cs11d309","cs11d310","cs11d311","cs11d312","cs11d313","cs11d314","cs11d321","cs11d332","cs11d343","cs11d354","cs11d365","cs11d326","cs11d337","cs11d348","cs11d359","cs11d370","overall.health.10","height.10","weight.10","ch10d018","ch10d081","ch10d085","ch10d099","happiness.11","life.satisfaction.11","cp11d014","cp11d015","cp11d016","cp11d017","cp11d018","social.trust.11","cp11d020","cp11d021","cp11d022","cp11d023","cp11d024","cp11d025","cp11d026","cp11d027","cp11d028","cp11d029","cp11d030","cp11d031","cp11d032","cp11d033","cp11d034","cp11d035","cp11d036","cp11d037","cp11d038","cp11d039","cp11d098","gov.satisfaction.11","interest.news.11","interest.politics.11","cv11d030","cv11d031","cv11d032","cv11d033","cv11d034","cv11d035","cv11d036","cv11d037","cv11d038","cv11d039","cv11d040","cv11d041","cv11d042","cv11d043","cv11d044","cv11d045","cv11d046","cv11d047","cv11d048","cv11d049","cv11d050","cv11d051","cv11d052","cv11d053","last.vote.11","vote.today.11","cv11d173","cv11d174","cv11d175","cv11d176","cv11d177","cv11d178","cv11d179","cv11d180","cv11d181","cv11d182","status.contract.11","status.contract.21"
852218,7,18,"<= 14","15-24",1,"school or other","school or other",0,0,0,0,NA,NA,1,8,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","school_other"
852352,7,17,"<= 14","15-24",2,"school or other","school or other",0,-13,0,286.992,NA,NA,1,8,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","school_other"
852404,71,82,">=65",">=65",1,"retired","retired",-13,-13,3207.899,0,NA,NA,5,5,5,0,2,1,8,0,0,0,0,0,0,0,0,0,1,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,9000,NA,2,NA,NA,2,4,2,1,NA,1,1,1,0,0,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,4,NA,NA,3,3,4,NA,NA,3,185,70,2,0,0,3,8,8,5,6,6,6,5,8,3,2,4,2,4,3,4,2,4,2,3,2,3,2,3,3,4,2,4,1,1,4,1,1,7,7,8,8,7,7,7,7,6,8,8,8,9,7,8,8,8,2,2,2,2,1,2,1,2,8,5,8,1,4,7,8,7,5,2,4,"retired","retired"
852447,53,64,"45 - 54","55 - 64",1,"employed","employed",-13,-13,4158.026,3478.943,NA,NA,5,5,5,0,3,1,5,0,0,0,0,0,0,0,0,0,0,1,6,NA,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1e+11,3,NA,NA,450000,NA,2000,NA,2,NA,NA,2,NA,1,2,NA,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,5,NA,NA,NA,3,198,95,1,0,0,1,6,6,3,4,4,5,2,8,3,2,4,2,4,2,5,1,4,2,4,1,4,3,3,2,4,1,5,3,1,3,1,1,7,6,8,8,6,6,6,7,7,7,8,8,8,7,9,8,8,2,2,2,1,1,2,1,6,8,6,7,2,4,7,9,8,6,4,5,"employed.unknown_contract","employed.unknown_contract"
852499,47,58,"45 - 54","55 - 64",2,"employed","employed",-13,1933,930.4669,1933,NA,NA,3,3,3,0,3,1,8,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1e+11,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1.5,2,3,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,3,NA,NA,NA,NA,3,172,85,2,0,0,1,8,8,4,5,6,5,1,7,4,2,3,5,5,2,5,4,2,5,4,1,5,5,5,3,4,2,3,4,3,3,2,2,5,5,6,7,5,5,6,5,6,5,7,7,6,6,6,7,7,1,1,1,2,2,1,1,1,3,8,3,6,6,7,5,4,4,2,4,"employed.unknown_contract","employed.unknown_contract"
852505,29,40,"25-34","35 - 44",2,"employed","inactive",-13,-13,3504.402,3051.099,NA,NA,6,6,6,0,1,5,8,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1e+11,NA,1e+11,11,NA,NA,3000,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,6,6,7,6,7,8,3,2,4,3,5,3,4,2,5,1,4,1,5,4,5,4,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"employed.unknown_contract","inactive"
852575,40,51,"35 - 44","45 - 54",2,"employed","employed",-13,2601,1814.049,2601,NA,NA,2,2,2,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,6000,NA,NA,NA,NA,NA,1e+10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,168,63,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"employed.unknown_contract","employed.unknown_contract"
852597,18,29,"15-24","25-34",1,"school or other","employed",0,2400,0,2400,NA,NA,4,2,2,0,3,5,8,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,400,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,2,12,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,2,2,9,9,9,8,8,8,8,8,5,195,78,2,0,0,1,8,7,5,5,6,5,3,6,4,2,4,1,2,3,4,2,2,1,4,1,3,4,5,3,4,2,3,1,3,3,2,2,3,2,2,4,0,0,4,6,1,6,0,0,5,4,3,6,3,1,1,1,1,1,1,3,NA,1,999,999,999,999,999,999,999,999,999,999,"school_other","employed.unknown_contract"
852603,32,42,"25-34","35 - 44",1,"employed","employed",2542,3050,2542,3050,NA,NA,6,3,3,0,1,5,8,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7300,NA,NA,NA,NA,NA,NA,NA,1,12003,NA,2,NA,3,3,6,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,9,9,9,9,6,3,6,7,6,3,193,92,2,0,0,1,8,8,5,5,6,4,4,6,2,2,4,4,4,4,4,4,3,3,4,1,4,4,2,5,4,2,4,3,2,3,1,2,5,4,0,5,5,5,6,7,1,9,6,7,9,6,4,7,7,1,1,1,2,1,1,1,1,3,8,4,5,6,7,3,5,7,4,6,"employed.unknown_contract","employed.unknown_contract"
852658,15,26,"15-24","25-34",1,"school or other","school or other",0,0,0,0,NA,NA,2,1,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","school_other"
852737,5,16,"<= 14","15-24",1,"school or other","school or other",0,-13,0,133.1187,NA,NA,1,8,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","school_other"
852896,34,45,"25-34","45 - 54",1,"employed","employed",3440,-13,3440,6572.097,NA,NA,5,5,5,0,3,1,8,0,1,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,10500,NA,6000,NA,NA,NA,9500,NA,2,NA,NA,2,NA,3,2,3,1,1,1,0,0,1,2,NA,NA,1,NA,NA,NA,NA,NA,9,1,2,NA,NA,5,7,5,NA,NA,5,179,82,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,7,8,8,5,7,6,7,7,8,8,8,8,7,7,8,8,7,2,2,2,2,1,2,1,1,3,8,7,6,8,8,7,6,7,7,5,"employed.unknown_contract","employed.unknown_contract"
852905,70,81,">=65",">=65",1,"retired","retired",2343,-13,2343,2615.623,NA,NA,5,5,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"retired","retired"
852954,32,42,"25-34","35 - 44",1,"employed","employed",4218,5750,4218,5750,NA,NA,2,2,2,202,2,5,9,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"employed.unknown_contract","employed.unknown_contract"
853021,11,21,"<= 14","15-24",1,"school or other","school or other",0,0,0,0,NA,NA,1,8,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","school_other"
853131,37,48,"35 - 44","45 - 54",2,"employed","employed",-13,-13,894.2964,900.9089,NA,NA,4,4,4,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"employed.unknown_contract","employed.unknown_contract"
853149,76,87,">=65",">=65",1,"retired","retired",1856,1553,1856,1553,NA,NA,1,1,1,0,2,1,5,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,5,NA,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,NA,NA,NA,5,5,NA,NA,NA,3,172,95,2,0,0,1,8,8,5,5,5,5,5,3,3,1,4,3,3,3,4,3,2,4,5,1,1,3,2,1,3,2,3,5,4,2,1,2,0,2,2,2,2,3,2,2,3,999,999,5,5,2,3,999,999,1,1,1,2,1,2,1,3,5,2,2,10,2,6,5,6,1,1,7,"retired","retired"
853170,7,18,"<= 14","15-24",2,"school or other","school or other",0,-13,0,202.8859,NA,NA,1,8,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","school_other"
853225,40,50,"35 - 44","45 - 54",2,"inactive","employed",0,-13,0,2619.935,NA,NA,5,5,5,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,2,2,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,3,172,70,2,0,0,1,8,7,5,5,5,4,3,7,4,2,3,4,4,3,4,4,3,3,3,1,4,4,4,3,4,2,3,3,2,3,2,2,4,5,5,8,4,4,5,7,5,8,7,7,8,3,4,8,8,1,1,1,2,1,2,1,4,999,999,999,999,999,999,999,999,999,999,999,"inactive","employed.unknown_contract"
853305,20,31,"15-24","25-34",1,"school or other","retired",-13,-13,0,0,NA,NA,2,1,1,201,3,5,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,1,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,3,NA,NA,NA,NA,3,178,70,2,NA,NA,1,999,999,4,4,4,4,4,999,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,99,3,5,5,5,5,5,3,2,2,3,5,5,5,5,5,4,4,4,1,1,1,2,2,2,2,NA,999,3,5,5,2,5,4,4,1,999,3,"school_other","retired"
853317,8,19,"<= 14","15-24",1,"school or other","school or other",0,0,0,0,NA,NA,1,8,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","school_other"
853338,58,69,"55 - 64",">=65",2,"employed","retired",1513,4000,1513,4000,NA,NA,4,4,4,0,2,1,9,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1e+11,999,1e+11,999,NA,NA,18000,NA,2,NA,NA,2,NA,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,4,5,3,6,7,6,6,3,3,174,62,1,0,0,1,8,8,6,6,6,6,6,7,4,2,3,2,4,3,4,3,4,3,4,1,4,3,4,4,5,4,3,2,1,3,1,2,6,6,5,6,6,5,4,2,3,7,5,5,6,5,5,5,5,1,1,2,2,1,1,1,4,6,9,0,7,8,5,5,0,4,4,0,"employed.unknown_contract","retired"
853369,7,17,"<= 14","15-24",2,"school or other","school or other",0,0,0,0,NA,NA,1,8,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","school_other"
853387,62,72,"55 - 64",">=65",1,"school or other","retired",-13,-13,NA,NA,NA,NA,7,7,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","retired"
853408,19,30,"15-24","25-34",1,"school or other","employed",-13,-13,NA,5213.691,NA,NA,4,8,2,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1e+11,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","employed.unknown_contract"
853421,5,15,"<= 14","15-24",2,"school or other","school or other",0,0,0,0,NA,NA,9,9,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","school_other"
853536,61,71,"55 - 64",">=65",1,"self-employed","self-employed",1450,1450,1450,1450,NA,NA,2,2,2,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,4000,NA,2,NA,NA,2,NA,1,1,NA,1,1,1,0,0,2,2,NA,NA,2,NA,NA,NA,NA,NA,3,9,7,NA,NA,3,3,3,NA,NA,2,188,130,1,0,1,5,6,6,3,2,3,5,4,8,4,2,3,2,4,2,4,3,4,1,5,1,4,4,4,3,4,2,3,3,1,3,1,2,8,7,7,7,7,7,7,7,7,7,8,8,7,8,8,8,5,2,2,1,2,1,1,1,1,3,9,7,4,5,4,7,6,7,5,8,"self_employed.unknown_position","self_employed.unknown_position"
853555,5,16,"<= 14","15-24",1,"school or other","school or other",0,-13,0,NA,NA,NA,1,8,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school_other","school_other"
